,paul15_clusters,n_counts_all,louvain,louvain_anno,cell_type,dpt_pseudotime
1456,14Mo,2430.0,4,4,HPC,0.28986207
1457,12Baso,409.0,8,8,Ery4,0.15393443
1458,2Ery,3742.0,17,17,Ery0,0.81368506
1459,16Neu,2247.0,2,2,Neutrophils,0.2868284
1460,4Ery,2998.0,15,15,Ery1,0.6313264
1461,6Ery,1034.0,13,13,Ery3,0.5094862
1462,13Baso,2214.0,0,0,HPC,0.15171093
1463,4Ery,3419.0,15,15,Ery1,0.63965976
1464,2Ery,4126.0,3,3,Ery0,0.8102646
1465,4Ery,2659.0,3,3,Ery0,0.6842687
1466,15Mo,650.0,2,2,Neutrophils,0.3078411
1467,1Ery,3758.0,10,10/Ery,Ery0,0.89176494
1468,15Mo,2625.0,14,14,Neutrophils,0.39959395
1469,13Baso,1552.0,11,11,Monocyte Progenitor,0.26198378
1470,15Mo,1263.0,4,4,HPC,0.20279178
1471,3Ery,802.0,5,5,Ery0,0.8280745
1472,6Ery,1580.0,7,7,Ery4,0.4833448
1473,12Baso,347.0,16,16/Stem,Early Progenitor,0.052822657
1474,12Baso,817.0,22,22/Baso,Basophil,0.12597461
1475,13Baso,598.0,1,1,Monocyte Progenitor,0.26358488
1476,5Ery,2391.0,18,18,Ery2,0.6059849
1477,16Neu,565.0,2,2,Neutrophils,0.3243471
1478,6Ery,1768.0,18,18,Ery2,0.542295
1479,13Baso,1632.0,9,9,Monocyte Progenitor,0.28374812
1480,2Ery,4673.0,17,17,Ery0,0.7655565
1481,14Mo,3389.0,9,9,Monocyte Progenitor,0.29771954
1482,3Ery,716.0,7,7,Ery4,0.5643938
1483,14Mo,2183.0,1,1,Monocyte Progenitor,0.2758642
1484,8Mk,748.0,8,8,Ery4,0.21907577
1485,2Ery,970.0,5,5,Ery0,0.82884246
1486,9GMP,795.0,0,0,HPC,0.08432064
1487,4Ery,2873.0,18,18,Ery2,0.5856436
1488,3Ery,6394.0,18,18,Ery2,0.5981254
1489,3Ery,3078.0,3,3,Ery0,0.71703535
1490,14Mo,2018.0,11,11,Monocyte Progenitor,0.27025643
1491,2Ery,1179.0,5,5,Ery0,0.71679443
1492,10GMP,1654.0,0,0,HPC,0.18879086
1493,16Neu,1417.0,19,19/Neu,Neutrophils,0.43718323
1494,6Ery,1368.0,7,7,Ery4,0.42705783
1495,14Mo,2828.0,1,1,Monocyte Progenitor,0.26243842
1496,16Neu,2263.0,2,2,Neutrophils,0.2984507
1497,5Ery,5057.0,15,15,Ery1,0.7054214
1498,10GMP,450.0,0,0,HPC,0.14098297
1499,16Neu,1772.0,1,1,Monocyte Progenitor,0.2186682
1500,12Baso,919.0,8,8,Ery4,0.28119418
1501,11DC,867.0,23,23,Lymph,inf
1502,15Mo,2398.0,2,2,Neutrophils,0.28592518
1503,2Ery,2596.0,5,5,Ery0,0.7399143
1504,13Baso,2999.0,11,11,Monocyte Progenitor,0.25012514
1505,7MEP,396.0,8,8,Ery4,0.20886564
1506,13Baso,1964.0,9,9,Monocyte Progenitor,0.2579752
1507,13Baso,1368.0,9,9,Monocyte Progenitor,0.25741103
1508,2Ery,2488.0,13,13,Ery3,0.6913193
1509,6Ery,2632.0,18,18,Ery2,0.45022145
1510,14Mo,3047.0,1,1,Monocyte Progenitor,0.2719801
1511,5Ery,2419.0,13,13,Ery3,0.6365923
1512,16Neu,1557.0,19,19/Neu,Neutrophils,0.3689398
1513,5Ery,1903.0,13,13,Ery3,0.57473105
1514,6Ery,1757.0,18,18,Ery2,0.5739658
1515,18Eos,411.0,4,4,HPC,0.53193563
1516,14Mo,2846.0,11,11,Monocyte Progenitor,0.26064116
1517,14Mo,2419.0,11,11,Monocyte Progenitor,0.21375115
1518,13Baso,2472.0,1,1,Monocyte Progenitor,0.20990083
1519,15Mo,3002.0,14,14,Neutrophils,0.38088974
1520,2Ery,544.0,5,5,Ery0,0.7307366
1521,2Ery,4088.0,17,17,Ery0,0.8323217
1522,13Baso,2313.0,0,0,HPC,0.22869745
1523,3Ery,447.0,13,13,Ery3,0.6401782
1524,2Ery,2452.0,3,3,Ery0,0.7102841
1525,15Mo,1543.0,1,1,Monocyte Progenitor,0.29063046
1526,12Baso,1118.0,16,16/Stem,Early Progenitor,0.042682514
1527,7MEP,1078.0,8,8,Ery4,0.32480887
1528,3Ery,334.0,13,13,Ery3,0.59695745
1529,4Ery,364.0,13,13,Ery3,0.5157748
1530,15Mo,3039.0,2,2,Neutrophils,0.24995069
1531,14Mo,2409.0,1,1,Monocyte Progenitor,0.3024882
1532,4Ery,3385.0,3,3,Ery0,0.7670723
1533,4Ery,2186.0,6,6,Ery1,0.5987442
1534,13Baso,1578.0,11,11,Monocyte Progenitor,0.2544189
1535,9GMP,489.0,0,0,HPC,0.077499695
1536,12Baso,383.0,16,16/Stem,Early Progenitor,0.04671529
1537,2Ery,2772.0,3,3,Ery0,0.8049546
1538,4Ery,2388.0,7,7,Ery4,0.5751964
1539,9GMP,1408.0,16,16/Stem,Early Progenitor,0.09446776
1540,16Neu,2185.0,19,19/Neu,Neutrophils,0.4168155
1541,16Neu,673.0,14,14,Neutrophils,0.37580526
1542,2Ery,2641.0,5,5,Ery0,0.75463074
1543,2Ery,3817.0,3,3,Ery0,0.7752071
1544,16Neu,2094.0,14,14,Neutrophils,0.33745483
1545,7MEP,670.0,8,8,Ery4,0.27817923
1546,14Mo,1263.0,4,4,HPC,0.18055071
1547,14Mo,353.0,11,11,Monocyte Progenitor,0.25250018
1548,14Mo,2315.0,0,0,HPC,0.12612545
1549,5Ery,1856.0,13,13,Ery3,0.635355
1550,5Ery,3102.0,3,3,Ery0,0.7830761
1551,3Ery,3331.0,3,3,Ery0,0.7213929
1552,3Ery,6140.0,3,3,Ery0,0.673277
1553,2Ery,2489.0,10,10/Ery,Ery0,0.77408934
1554,18Eos,1412.0,4,4,HPC,0.5208966
1555,14Mo,2454.0,11,11,Monocyte Progenitor,0.19060098
1556,3Ery,4156.0,3,3,Ery0,0.73321944
1557,14Mo,2819.0,4,4,HPC,0.23444703
1558,14Mo,1307.0,2,2,Neutrophils,0.2754757
1559,12Baso,529.0,8,8,Ery4,0.15649681
1560,14Mo,1944.0,4,4,HPC,0.23007508
1561,4Ery,6777.0,3,3,Ery0,0.62162745
1562,3Ery,7751.0,17,17,Ery0,0.73939955
1563,14Mo,3504.0,9,9,Monocyte Progenitor,0.31002188
1564,7MEP,552.0,8,8,Ery4,0.27429006
1565,5Ery,846.0,7,7,Ery4,0.35262662
1566,12Baso,1559.0,16,16/Stem,Early Progenitor,0.04828291
1567,2Ery,4862.0,3,3,Ery0,0.6900229
1568,15Mo,960.0,1,1,Monocyte Progenitor,0.3050464
1569,14Mo,1751.0,2,2,Neutrophils,0.28765514
1570,3Ery,4948.0,3,3,Ery0,0.7432089
1571,14Mo,1222.0,1,1,Monocyte Progenitor,0.28922346
1572,2Ery,2875.0,5,5,Ery0,0.83733267
1573,3Ery,4109.0,3,3,Ery0,0.7047545
1574,2Ery,3117.0,10,10/Ery,Ery0,0.8790764
1575,16Neu,2148.0,14,14,Neutrophils,0.3387998
1576,7MEP,703.0,12,12,Ery4,0.29963383
1577,2Ery,3513.0,3,3,Ery0,0.62959266
1578,10GMP,1307.0,0,0,HPC,0.1044621
1579,7MEP,329.0,8,8,Ery4,0.1639634
1580,5Ery,775.0,13,13,Ery3,0.4989947
1581,5Ery,634.0,7,7,Ery4,0.38620004
1582,13Baso,1807.0,0,0,HPC,0.13245296
1583,6Ery,601.0,7,7,Ery4,0.35069597
1584,7MEP,423.0,12,12,Ery4,0.29554746
1585,3Ery,7721.0,3,3,Ery0,0.70428884
1586,10GMP,431.0,12,12,Ery4,0.20902276
1587,5Ery,4185.0,6,6,Ery1,0.67335975
1588,5Ery,3872.0,18,18,Ery2,0.59718347
1589,1Ery,2379.0,5,5,Ery0,0.63158923
1590,13Baso,1973.0,9,9,Monocyte Progenitor,0.24067223
1591,15Mo,1460.0,1,1,Monocyte Progenitor,0.32478186
1592,3Ery,1993.0,18,18,Ery2,0.6142627
1593,6Ery,1045.0,7,7,Ery4,0.3438823
1594,14Mo,3233.0,4,4,HPC,0.26054007
1595,11DC,1036.0,23,23,Lymph,inf
1596,3Ery,1719.0,15,15,Ery1,0.6526698
1597,3Ery,2674.0,18,18,Ery2,0.62371504
1598,3Ery,5104.0,17,17,Ery0,0.7742447
1599,16Neu,2325.0,2,2,Neutrophils,0.32387888
1600,3Ery,1937.0,18,18,Ery2,0.5635998
1601,9GMP,2709.0,0,0,HPC,0.091744006
1602,14Mo,969.0,1,1,Monocyte Progenitor,0.3087869
1603,12Baso,340.0,8,8,Ery4,0.16567929
1604,9GMP,626.0,16,16/Stem,Early Progenitor,0.03692835
1605,14Mo,2429.0,11,11,Monocyte Progenitor,0.245994
1606,14Mo,2081.0,4,4,HPC,0.30997223
1607,8Mk,403.0,8,8,Ery4,0.1862398
1608,5Ery,862.0,13,13,Ery3,0.5135301
1609,15Mo,1217.0,2,2,Neutrophils,0.3265441
1610,15Mo,1988.0,1,1,Monocyte Progenitor,0.24179289
1611,3Ery,4725.0,17,17,Ery0,0.7221016
1612,16Neu,2494.0,14,14,Neutrophils,0.39279446
1613,15Mo,652.0,2,2,Neutrophils,0.33942217
1614,4Ery,1611.0,15,15,Ery1,0.6986049
1615,3Ery,1263.0,6,6,Ery1,0.6083058
1616,8Mk,883.0,20,20/Mk,Mep,0.19457991
1617,15Mo,2571.0,1,1,Monocyte Progenitor,0.27961707
1618,14Mo,1729.0,4,4,HPC,0.3360937
1619,5Ery,1287.0,6,6,Ery1,0.65768075
1620,3Ery,1075.0,18,18,Ery2,0.53190947
1621,4Ery,516.0,13,13,Ery3,0.56772614
1622,2Ery,3624.0,5,5,Ery0,0.6082304
1623,8Mk,881.0,16,16/Stem,Early Progenitor,0.050255727
1624,7MEP,663.0,8,8,Ery4,0.2567127
1625,10GMP,1626.0,0,0,HPC,0.14286314
1626,15Mo,935.0,2,2,Neutrophils,0.34236807
1627,14Mo,2823.0,9,9,Monocyte Progenitor,0.33709404
1628,13Baso,1396.0,0,0,HPC,0.15567692
1629,3Ery,4570.0,3,3,Ery0,0.71109563
1630,7MEP,470.0,8,8,Ery4,0.16899954
1631,2Ery,3980.0,10,10/Ery,Ery0,0.8295007
1632,13Baso,3193.0,9,9,Monocyte Progenitor,0.30658445
1633,2Ery,433.0,5,5,Ery0,0.6865672
1634,10GMP,1291.0,0,0,HPC,0.12562934
1635,2Ery,3957.0,10,10/Ery,Ery0,0.7897887
1636,2Ery,3490.0,3,3,Ery0,0.6468651
1637,2Ery,3787.0,3,3,Ery0,0.7990448
1638,12Baso,1134.0,16,16/Stem,Early Progenitor,0.051810168
1639,14Mo,2710.0,11,11,Monocyte Progenitor,0.27350393
1640,1Ery,4695.0,10,10/Ery,Ery0,0.82487077
1641,14Mo,579.0,11,11,Monocyte Progenitor,0.24013878
1642,14Mo,1216.0,4,4,HPC,0.21844509
1643,2Ery,3606.0,17,17,Ery0,0.87482524
1644,14Mo,3158.0,2,2,Neutrophils,0.30706462
1645,16Neu,2525.0,14,14,Neutrophils,0.32168397
1646,14Mo,2015.0,9,9,Monocyte Progenitor,0.26140004
1647,8Mk,637.0,20,20/Mk,Mep,0.20384184
1648,16Neu,1693.0,1,1,Monocyte Progenitor,0.1841062
1649,16Neu,1433.0,14,14,Neutrophils,0.38863993
1650,2Ery,1591.0,5,5,Ery0,0.6892697
1651,8Mk,1017.0,20,20/Mk,Mep,0.22757402
1652,5Ery,5947.0,15,15,Ery1,0.6506309
1653,6Ery,1817.0,7,7,Ery4,0.43620777
1654,19Lymph,496.0,21,21,DC,inf
1655,15Mo,710.0,2,2,Neutrophils,0.35081705
1656,13Baso,734.0,4,4,HPC,0.2164559
1657,5Ery,2496.0,7,7,Ery4,0.4480102
1658,14Mo,3206.0,4,4,HPC,0.25260523
1659,5Ery,4856.0,6,6,Ery1,0.7343823
1660,6Ery,1349.0,7,7,Ery4,0.4402219
1661,16Neu,2069.0,14,14,Neutrophils,0.35982552
1662,3Ery,7813.0,17,17,Ery0,0.8282428
1663,15Mo,4924.0,2,2,Neutrophils,0.31732583
1664,7MEP,652.0,8,8,Ery4,0.2538187
1665,7MEP,680.0,12,12,Ery4,0.28062478
1666,10GMP,4498.0,0,0,HPC,0.094654314
1667,14Mo,6284.0,11,11,Monocyte Progenitor,0.28355137
1668,3Ery,4272.0,17,17,Ery0,0.8085169
1669,4Ery,2857.0,15,15,Ery1,0.61111677
1670,13Baso,2727.0,9,9,Monocyte Progenitor,0.3182752
1671,15Mo,2820.0,1,1,Monocyte Progenitor,0.2852042
1672,11DC,1987.0,23,23,Lymph,inf
1673,17Neu,730.0,22,22/Baso,Basophil,0.3168298
1674,4Ery,2721.0,6,6,Ery1,0.61822057
1675,6Ery,3164.0,18,18,Ery2,0.59505385
1676,3Ery,3728.0,17,17,Ery0,0.81889266
1677,3Ery,7668.0,17,17,Ery0,0.8555485
1678,7MEP,287.0,12,12,Ery4,0.12796083
1679,8Mk,1411.0,16,16/Stem,Early Progenitor,0.12470842
1680,6Ery,1467.0,7,7,Ery4,0.34735742
1681,11DC,275.0,0,0,HPC,0.07248029
1682,16Neu,2978.0,14,14,Neutrophils,0.28481263
1683,3Ery,7449.0,3,3,Ery0,0.7412871
1684,14Mo,2202.0,24,24/Mo,Monocyte Progenitor,0.35421443
1685,4Ery,4411.0,15,15,Ery1,0.7416738
1686,4Ery,5903.0,3,3,Ery0,0.79176486
1687,11DC,1977.0,23,23,Lymph,inf
1688,3Ery,1715.0,7,7,Ery4,0.5004873
1689,14Mo,5395.0,9,9,Monocyte Progenitor,0.28765276
1690,15Mo,2649.0,9,9,Monocyte Progenitor,0.3082512
1691,3Ery,8314.0,17,17,Ery0,0.8607912
1692,10GMP,1461.0,0,0,HPC,0.15202573
1693,6Ery,1560.0,18,18,Ery2,0.4226169
1694,2Ery,3768.0,5,5,Ery0,0.61447096
1695,16Neu,2315.0,14,14,Neutrophils,0.378905
1696,15Mo,2417.0,2,2,Neutrophils,0.2932219
1697,7MEP,722.0,8,8,Ery4,0.1864804
1698,3Ery,8367.0,3,3,Ery0,0.72811043
1699,10GMP,2071.0,0,0,HPC,0.023773914
1700,3Ery,9790.0,17,17,Ery0,0.7868329
1701,14Mo,2549.0,11,11,Monocyte Progenitor,0.235689
1702,7MEP,365.0,8,8,Ery4,0.23221748
1703,6Ery,2427.0,7,7,Ery4,0.5290319
1704,10GMP,1678.0,0,0,HPC,0.12284487
1705,10GMP,1185.0,0,0,HPC,0.13448752
1706,3Ery,4701.0,3,3,Ery0,0.76856905
1707,7MEP,380.0,12,12,Ery4,0.2408757
1708,2Ery,5440.0,17,17,Ery0,0.75299054
1709,4Ery,4195.0,15,15,Ery1,0.6080659
1710,7MEP,466.0,8,8,Ery4,0.23416074
1711,13Baso,1245.0,11,11,Monocyte Progenitor,0.23751457
1712,6Ery,2455.0,7,7,Ery4,0.40754756
1713,15Mo,1907.0,2,2,Neutrophils,0.29801333
1714,8Mk,836.0,8,8,Ery4,0.2026061
1715,10GMP,1525.0,0,0,HPC,0.11867832
1716,4Ery,5605.0,15,15,Ery1,0.6705644
1717,4Ery,4265.0,3,3,Ery0,0.8063623
1718,3Ery,5393.0,15,15,Ery1,0.7074453
1719,7MEP,1298.0,7,7,Ery4,0.3190615
1720,2Ery,3417.0,10,10/Ery,Ery0,0.835969
1721,16Neu,2097.0,14,14,Neutrophils,0.3107007
1722,3Ery,2544.0,5,5,Ery0,0.711492
1723,3Ery,5903.0,15,15,Ery1,0.75432503
1724,6Ery,2455.0,7,7,Ery4,0.5313522
1725,6Ery,1200.0,7,7,Ery4,0.3253368
1726,7MEP,563.0,8,8,Ery4,0.18450737
1727,4Ery,4709.0,15,15,Ery1,0.662934
1728,16Neu,3888.0,14,14,Neutrophils,0.33650437
1729,2Ery,5681.0,10,10/Ery,Ery0,0.7167765
1730,13Baso,2582.0,0,0,HPC,0.19511177
1731,10GMP,868.0,0,0,HPC,0.08147073
1732,3Ery,3847.0,3,3,Ery0,0.67956614
1733,3Ery,5806.0,17,17,Ery0,0.8568942
1734,10GMP,1149.0,0,0,HPC,0.10695676
1735,6Ery,1240.0,7,7,Ery4,0.42363688
1736,14Mo,2207.0,0,0,HPC,0.0754086
1737,15Mo,3838.0,4,4,HPC,0.25287038
1738,7MEP,745.0,8,8,Ery4,0.24027514
1739,13Baso,958.0,0,0,HPC,0.16226524
1740,14Mo,2181.0,1,1,Monocyte Progenitor,0.30523205
1741,14Mo,2793.0,1,1,Monocyte Progenitor,0.17646298
1742,14Mo,2203.0,1,1,Monocyte Progenitor,0.2514338
1743,2Ery,3516.0,3,3,Ery0,0.72267014
1744,16Neu,1697.0,14,14,Neutrophils,0.36784896
1745,7MEP,519.0,8,8,Ery4,0.23578621
1746,14Mo,2323.0,1,1,Monocyte Progenitor,0.21286266
1747,10GMP,3483.0,0,0,HPC,0.17027643
1748,14Mo,4559.0,9,9,Monocyte Progenitor,0.28295788
1749,6Ery,1379.0,7,7,Ery4,0.45509908
1750,14Mo,5322.0,9,9,Monocyte Progenitor,0.28870666
1751,16Neu,2762.0,19,19/Neu,Neutrophils,0.37021968
1752,2Ery,7284.0,3,3,Ery0,0.74792266
1753,10GMP,1234.0,0,0,HPC,0.16719902
1754,16Neu,1003.0,14,14,Neutrophils,0.38075042
1755,14Mo,618.0,0,0,HPC,0.14502601
1756,14Mo,3049.0,11,11,Monocyte Progenitor,0.24826245
1757,5Ery,2569.0,18,18,Ery2,0.57655627
1758,12Baso,1253.0,16,16/Stem,Early Progenitor,0.05293207
1759,4Ery,4126.0,15,15,Ery1,0.74165577
1760,3Ery,7127.0,17,17,Ery0,0.7778624
1761,13Baso,3177.0,0,0,HPC,0.09548938
1762,2Ery,4591.0,10,10/Ery,Ery0,0.79308444
1763,4Ery,4206.0,6,6,Ery1,0.64847213
1764,4Ery,3218.0,6,6,Ery1,0.601774
1765,3Ery,2767.0,13,13,Ery3,0.53628045
1766,3Ery,3286.0,18,18,Ery2,0.59185
1767,13Baso,1791.0,4,4,HPC,0.16619939
1768,12Baso,316.0,16,16/Stem,Early Progenitor,0.03226787
1769,14Mo,2017.0,4,4,HPC,0.26458812
1770,16Neu,2741.0,14,14,Neutrophils,0.3569861
1771,3Ery,2772.0,18,18,Ery2,0.555695
1772,5Ery,2881.0,6,6,Ery1,0.6819966
1773,6Ery,802.0,7,7,Ery4,0.34898221
1774,7MEP,322.0,8,8,Ery4,0.23453286
1775,4Ery,5701.0,15,15,Ery1,0.7419117
1776,4Ery,3900.0,15,15,Ery1,0.70131266
1777,5Ery,3499.0,6,6,Ery1,0.7672698
1778,14Mo,2003.0,1,1,Monocyte Progenitor,0.20121396
1779,14Mo,1662.0,0,0,HPC,0.13876964
1780,2Ery,2463.0,5,5,Ery0,0.7689293
1781,12Baso,625.0,12,12,Ery4,0.24190822
1782,3Ery,5442.0,17,17,Ery0,0.7118336
1783,5Ery,2917.0,6,6,Ery1,0.63894796
1784,2Ery,2555.0,3,3,Ery0,0.7367556
1785,2Ery,3250.0,10,10/Ery,Ery0,0.8437185
1786,16Neu,1325.0,14,14,Neutrophils,0.40805817
1787,7MEP,333.0,8,8,Ery4,0.22586168
1788,5Ery,2074.0,13,13,Ery3,0.5512481
1789,2Ery,2025.0,5,5,Ery0,0.7773425
1790,7MEP,371.0,12,12,Ery4,0.24203785
1791,3Ery,2593.0,18,18,Ery2,0.53839326
1792,4Ery,2637.0,6,6,Ery1,0.6962105
1793,2Ery,5927.0,10,10/Ery,Ery0,0.80873996
1794,5Ery,2686.0,6,6,Ery1,0.63746846
1795,10GMP,648.0,0,0,HPC,0.16455455
1796,1Ery,2849.0,10,10/Ery,Ery0,0.8735376
1797,10GMP,399.0,0,0,HPC,0.045970213
1798,11DC,1001.0,23,23,Lymph,inf
1799,16Neu,2807.0,1,1,Monocyte Progenitor,0.19268449
1800,2Ery,5160.0,3,3,Ery0,0.77998096
1801,2Ery,4063.0,5,5,Ery0,0.81290203
1802,2Ery,2598.0,10,10/Ery,Ery0,0.88337
1803,5Ery,1690.0,13,13,Ery3,0.57736826
1804,5Ery,2930.0,6,6,Ery1,0.6434762
1805,14Mo,1892.0,9,9,Monocyte Progenitor,0.29406205
1806,14Mo,2649.0,1,1,Monocyte Progenitor,0.30741486
1807,16Neu,3332.0,14,14,Neutrophils,0.39229274
1808,10GMP,595.0,20,20/Mk,Mep,0.23265997
1809,14Mo,3427.0,9,9,Monocyte Progenitor,0.27507558
1810,14Mo,3256.0,1,1,Monocyte Progenitor,0.22614533
1811,4Ery,2717.0,6,6,Ery1,0.64467216
1812,2Ery,4640.0,10,10/Ery,Ery0,0.9270672
1813,6Ery,2830.0,18,18,Ery2,0.5729641
1814,2Ery,2735.0,5,5,Ery0,0.7674461
1815,19Lymph,327.0,21,21,DC,inf
1816,16Neu,2910.0,14,14,Neutrophils,0.31440684
1817,1Ery,2112.0,5,5,Ery0,0.7493087
1818,13Baso,1029.0,0,0,HPC,0.19275372
1819,3Ery,3972.0,3,3,Ery0,0.68454015
1820,15Mo,4031.0,4,4,HPC,0.2476273
1821,3Ery,3519.0,3,3,Ery0,0.76763874
1822,5Ery,3087.0,6,6,Ery1,0.70767635
1823,2Ery,3874.0,3,3,Ery0,0.733668
1824,2Ery,3207.0,5,5,Ery0,0.83860445
1825,16Neu,2161.0,19,19/Neu,Neutrophils,0.35009098
1826,4Ery,4095.0,6,6,Ery1,0.66625607
1827,12Baso,900.0,22,22/Baso,Basophil,0.09811346
1828,3Ery,3785.0,3,3,Ery0,0.78277194
1829,12Baso,867.0,12,12,Ery4,0.1763229
1830,14Mo,2745.0,1,1,Monocyte Progenitor,0.29945275
1831,15Mo,2572.0,2,2,Neutrophils,0.339294
1832,14Mo,1570.0,11,11,Monocyte Progenitor,0.24169701
1833,10GMP,1086.0,0,0,HPC,0.14594153
1834,6Ery,1841.0,7,7,Ery4,0.5728763
1835,12Baso,1720.0,16,16/Stem,Early Progenitor,0.028317781
1836,2Ery,5023.0,10,10/Ery,Ery0,0.79787433
1837,3Ery,5392.0,3,3,Ery0,0.7641373
1838,4Ery,3222.0,6,6,Ery1,0.60018075
1839,7MEP,502.0,12,12,Ery4,0.20907861
1840,4Ery,3169.0,3,3,Ery0,0.713377
1841,15Mo,3751.0,4,4,HPC,0.29906246
1842,2Ery,4917.0,3,3,Ery0,0.72014177
1843,7MEP,397.0,8,8,Ery4,0.16748366
1844,14Mo,2401.0,4,4,HPC,0.27967718
1845,3Ery,5871.0,15,15,Ery1,0.7132145
1846,13Baso,3283.0,9,9,Monocyte Progenitor,0.30637532
1847,3Ery,4587.0,17,17,Ery0,0.8084747
1848,15Mo,1956.0,2,2,Neutrophils,0.22104543
1849,15Mo,4770.0,2,2,Neutrophils,0.34440815
1850,13Baso,5679.0,24,24/Mo,Monocyte Progenitor,0.32306248
1851,14Mo,3334.0,4,4,HPC,0.20421699
1852,4Ery,3437.0,17,17,Ery0,0.8958365
1853,14Mo,4135.0,9,9,Monocyte Progenitor,0.2671828
1854,6Ery,864.0,7,7,Ery4,0.29870299
1855,3Ery,7986.0,15,15,Ery1,0.7597985
1856,14Mo,3277.0,11,11,Monocyte Progenitor,0.18943955
1857,8Mk,1467.0,8,8,Ery4,0.24650033
1858,8Mk,618.0,20,20/Mk,Mep,0.19132379
1859,7MEP,483.0,8,8,Ery4,0.26328716
1860,15Mo,4159.0,14,14,Neutrophils,0.32760268
1861,15Mo,1677.0,19,19/Neu,Neutrophils,0.41864914
1862,13Baso,3073.0,11,11,Monocyte Progenitor,0.24008742
1863,16Neu,3372.0,14,14,Neutrophils,0.40429646
1864,6Ery,849.0,7,7,Ery4,0.4567816
1865,3Ery,4901.0,17,17,Ery0,0.71173704
1866,2Ery,4590.0,3,3,Ery0,0.8434621
1867,13Baso,3246.0,4,4,HPC,0.25617367
1868,3Ery,5807.0,17,17,Ery0,0.81068826
1869,3Ery,5052.0,3,3,Ery0,0.73152816
1870,13Baso,4529.0,9,9,Monocyte Progenitor,0.27242193
1871,11DC,3719.0,23,23,Lymph,inf
1872,10GMP,938.0,0,0,HPC,0.10656547
1873,4Ery,4404.0,15,15,Ery1,0.58880264
1874,2Ery,2782.0,10,10/Ery,Ery0,0.8767885
1875,7MEP,1150.0,8,8,Ery4,0.2388055
1876,7MEP,355.0,8,8,Ery4,0.20705256
1877,6Ery,2852.0,7,7,Ery4,0.60308266
1878,3Ery,3435.0,3,3,Ery0,0.6982412
1879,16Neu,2121.0,14,14,Neutrophils,0.34356722
1880,7MEP,366.0,12,12,Ery4,0.27951527
1881,14Mo,2640.0,4,4,HPC,0.218797
1882,3Ery,7522.0,18,18,Ery2,0.5490597
1883,6Ery,3322.0,15,15,Ery1,0.61651564
1884,9GMP,1197.0,0,0,HPC,0.12662409
1885,12Baso,1037.0,16,16/Stem,Early Progenitor,0.07957908
1886,3Ery,5971.0,3,3,Ery0,0.8399952
1887,14Mo,2334.0,9,9,Monocyte Progenitor,0.27263635
1888,10GMP,1161.0,0,0,HPC,0.12939766
1889,4Ery,3707.0,15,15,Ery1,0.6713774
1890,7MEP,926.0,8,8,Ery4,0.25842375
1891,6Ery,2011.0,7,7,Ery4,0.49691996
1892,14Mo,2378.0,11,11,Monocyte Progenitor,0.20833433
1893,14Mo,3416.0,9,9,Monocyte Progenitor,0.3164765
1894,4Ery,3477.0,5,5,Ery0,0.69719976
1895,3Ery,5273.0,3,3,Ery0,0.7235907
1896,3Ery,4792.0,15,15,Ery1,0.7106153
1897,2Ery,5362.0,3,3,Ery0,0.6956921
1898,16Neu,3334.0,14,14,Neutrophils,0.3641088
1899,3Ery,5672.0,17,17,Ery0,0.75110215
1900,7MEP,669.0,12,12,Ery4,0.24181399
1901,18Eos,1393.0,4,4,HPC,0.4904683
1902,6Ery,2180.0,18,18,Ery2,0.57547224
1903,13Baso,4053.0,9,9,Monocyte Progenitor,0.2169815
1904,4Ery,4292.0,6,6,Ery1,0.5779805
1905,10GMP,1095.0,0,0,HPC,0.08728651
1906,6Ery,2952.0,18,18,Ery2,0.51185995
1907,2Ery,3677.0,5,5,Ery0,0.7449058
1908,12Baso,431.0,12,12,Ery4,0.22139119
1909,1Ery,2855.0,10,10/Ery,Ery0,0.8220535
1910,4Ery,2763.0,18,18,Ery2,0.60698426
1911,13Baso,2176.0,11,11,Monocyte Progenitor,0.23939404
1912,14Mo,2031.0,4,4,HPC,0.28585958
1913,14Mo,2202.0,4,4,HPC,0.27561566
1914,13Baso,1827.0,0,0,HPC,0.08609725
1915,3Ery,2304.0,15,15,Ery1,0.7422918
1916,3Ery,3590.0,17,17,Ery0,0.8047921
1917,16Neu,2170.0,14,14,Neutrophils,0.38737965
1918,15Mo,3172.0,2,2,Neutrophils,0.24927269
1919,14Mo,1920.0,0,0,HPC,0.1250172
1920,3Ery,4213.0,15,15,Ery1,0.61910623
1921,6Ery,1388.0,7,7,Ery4,0.44171515
1922,2Ery,5124.0,5,5,Ery0,0.7227574
1923,10GMP,1930.0,0,0,HPC,0.15208854
1924,14Mo,2617.0,2,2,Neutrophils,0.24095409
1925,5Ery,2259.0,7,7,Ery4,0.5223146
1926,4Ery,4461.0,6,6,Ery1,0.6724634
1927,15Mo,3888.0,2,2,Neutrophils,0.25210717
1928,13Baso,2312.0,9,9,Monocyte Progenitor,0.29874197
1929,15Mo,1657.0,1,1,Monocyte Progenitor,0.32606354
1930,13Baso,1296.0,4,4,HPC,0.20496807
1931,14Mo,1975.0,9,9,Monocyte Progenitor,0.25842646
1932,12Baso,425.0,22,22/Baso,Basophil,0.16411471
1933,16Neu,2374.0,2,2,Neutrophils,0.26446298
